restricted_product_category,prohibited_policy_text,policy_page,item_type,asin,screenshot,listing_url
"Explosives, Weapons, and Related Items","Certain grips and grip accessories, such as: Folding, vertical, and tactical grips",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,AR-15 grips,B085PVTTZD,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B085PVTTZD-2020-04-15-01_49_43.png,https://www.amazon.com/Sniper-GP01G-Waterproof-Flashlight-Batteries/dp/B085PVTTZD
"Explosives, Weapons, and Related Items","Certain grips and grip accessories, such as: Folding, vertical, and tactical grips",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,AR-15 grips,B085RNQ249,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B085RNQ249-2020-04-15-01_46_49.png,https://www.amazon.com/XLENTGEN-Upgrade-Exterior-Flashlight-Mounted/dp/B085RNQ249
"Explosives, Weapons, and Related Items","Certain martial arts items, such as: Sandclubs, sandbags, or slungshots (also known as saps or blackjacks)",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Saps,B07KJQNXX7,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07KJQNXX7-2020-02-07-18_07_38.png,https://www.amazon.com/Hide-Drink-Slapjack-Handemade-Warranty/dp/B07KJQNXX7
"Explosives, Weapons, and Related Items","Certain martial arts items, such as: Sandclubs, sandbags, or slungshots (also known as saps or blackjacks)",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Saps,B07Z91JB99,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07Z91JB99-2020-02-10-00_12_39.png,https://www.amazon.com/EASYANT-Leather-Outdoor-Self-Defense-Multi-Tool/dp/B07Z91JB99
"Explosives, Weapons, and Related Items","Charging handles, latches, and assemblies",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Charging handles ,B01B6WUGLS,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B01B6WUGLS-2020-04-15-01_43_40.png,https://www.amazon.com/Field-Sport-Tactical-Latch-Handle/dp/B01B6WUGLS
"Explosives, Weapons, and Related Items","Clubs and blunt force striking instruments, including items marketed for striking a person or animal, such as: Billy, billy clubs, and police batons",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Clubs,B00QKJS54S,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B00QKJS54S-2020-04-15-15_58_09.png,https://www.amazon.com/Hurricane-HUR-90A-Aluminum-Fish-Bat/dp/B00QKJS54S
"Explosives, Weapons, and Related Items","Clubs and blunt force striking instruments, including items marketed for striking a person or animal, such as: Billy, billy clubs, and police batons",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Billy clubs,B00RBT5RXS,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B00RBT5RXS-2020-04-15-15_59_02.png,https://www.amazon.com/Rothco-Leather-Billy-Wrist-Strap/dp/B00RBT5RXS
"Explosives, Weapons, and Related Items","Clubs and blunt force striking instruments, including items marketed for striking a person or animal, such as: Sap hats, also known as slap hats",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Sap hats,B00BR03EBO,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B00BR03EBO-2020-02-09-22_49_18.png,https://www.amazon.com/Strike-Spike-Self-Defense-Counter-Attack/dp/B00BR03EBO
"Explosives, Weapons, and Related Items","Concealed swords, including: Shobi-zue (a staff, crutch, stick, rod, or pole concealing a knife or blade within it)",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Shobi-zue,B01FC3SZOW,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B01FC3SZOW-2020-04-02-23_53_38.png,https://www.amazon.com/SAMURAI-CONCEALED-SWORDS-Japanese-COSPLAY/dp/B01FC3SZOW
"Explosives, Weapons, and Related Items","Concealed swords, including: Shobi-zue (a staff, crutch, stick, rod, or pole concealing a knife or blade within it)",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Shobi-zue,B07T6F6X1P,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07T6F6X1P-2020-04-15-12_38_11.png,https://www.amazon.com/LIANTRAL-Art-Sword-Baseball-Bat/dp/B07T6F6X1P
"Explosives, Weapons, and Related Items",Door breachers,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Door breachers,B001AQ2SGW,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B001AQ2SGW-2020-04-16-19_34_01.png,https://www.amazon.com/BLACKHAWK-Dynent-Monoshock-Responders-Training/dp/B001AQ2SGW
"Explosives, Weapons, and Related Items",Door breachers,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Door breachers,B00KYO6BXM,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B00KYO6BXM-2020-04-15-02_19_40.png,https://www.amazon.com/Gerber-Ding-Dong-Breaching-Tool-30-000790/dp/B00KYO6BXM
"Explosives, Weapons, and Related Items","Knives disguised to look like harmless items, such as: ",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Knives disguised to look like harmless items ,B00EQR4YJ6,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B00EQR4YJ6-2020-04-02-00_56_53.png,https://www.amazon.com/5ive-Star-Gear-5662000-Fifty-Cent/dp/B00EQR4YJ6
"Explosives, Weapons, and Related Items","Knives disguised to look like harmless items, such as: ",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Knives disguised to look like harmless items ,B00NGKE9G2,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B00NGKE9G2-2020-04-02-01_01_32.png,https://www.amazon.com/dp/B00NGKE9G2
"Explosives, Weapons, and Related Items","Knives disguised to look like harmless items, such as: ",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Knives disguised to look like harmless items ,B01LX034AW,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B01LX034AW-2020-02-10-00_09_16.png,https://www.amazon.com/Nunchuck-Grips-Interchangeable-Accessory-Products/dp/B01LX034AW
"Explosives, Weapons, and Related Items","Knives disguised to look like harmless items, such as: ",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Knives disguised to look like harmless items ,B01M0WQNEV,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B01M0WQNEV-2020-02-10-00_09_48.png,https://www.amazon.com/NUNCHUCK-GRIPS-Bicycle-Interchangeable-Accessories/dp/B01M0WQNEV
"Explosives, Weapons, and Related Items","Magazines and related items, such as: Magazine cinches, couplers, connectors, dual mag holders, dual mag clamps and followers",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Magazine couplers,B07BQLTZNC,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07BQLTZNC-2020-04-15-02_14_44.png,https://www.amazon.com/Gibborim-Tactical-Coupler-Ejecting-Magazine/dp/B07BQLTZNC
"Explosives, Weapons, and Related Items","Magazines and related items, such as: Magazine cinches, couplers, connectors, dual mag holders, dual mag clamps and followers",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Magazine couplers,B0854JR69J,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B0854JR69J-2020-04-15-02_27_53.png,https://www.amazon.com/DONGKER-Magazine-Tactical-Flashlight-Equipment/dp/B0854JR69J
"Explosives, Weapons, and Related Items","Magazines and related items, such as: Magazine components or extensions",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Magazine extensions,B0134QPDXA,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B0134QPDXA-2020-04-16-19_39_22.png,https://www.amazon.com/XGRIP-Full-Size-Magazine-Extension/dp/B0134QPDXA
"Explosives, Weapons, and Related Items","Magazines and related items, such as: Magazine components or extensions",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Magazine extensions,B07Z97VCR8,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07Z97VCR8-2020-04-15-02_24_57.png,https://www.amazon.com/Bomeek-Enhanced-Extension-Glock-Section/dp/B07Z97VCR8
"Explosives, Weapons, and Related Items","Magazines and related items, such as: Magazine components or extensions",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Magazine extensions,B0863GF8P1,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B0863GF8P1-2020-04-15-02_22_38.png,https://www.amazon.com/dp/B0863GF8P1
"Explosives, Weapons, and Related Items",Muzzle brakes (also known as muzzle tamers),https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Muzzle brakes,B086XLBQJZ,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B086XLBQJZ-2020-04-15-02_46_49.png,https://www.amazon.com/dp/B086XLBQJZ
"Explosives, Weapons, and Related Items",Pistol stabilizing braces,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Pistol stabilizing braces,B07XPFMTMX,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07XPFMTMX-2020-04-15-00_19_36.png,https://www.amazon.com/Milpas-Sports-TacticaI-Enhanced-Patented/dp/B07XPFMTMX
"Explosives, Weapons, and Related Items",Receiver wedges or buffers that tighten loose upper and lower receivers,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Receiver wedges or buffers,B07YP28HKD,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07YP28HKD-2020-04-02-00_40_38.png,https://www.amazon.com/Enhanced-Test-Tube-Stopper-Piece/dp/B07YP28HKD
"Explosives, Weapons, and Related Items",Sling plates and end plates,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Sling plates,B081NLJ5WN,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B081NLJ5WN-2020-04-15-02_54_02.png,https://www.amazon.com/HCTT-SHOW-Slinggs-Connection-Accessories/dp/B081NLJ5WN
"Explosives, Weapons, and Related Items",Sling plates and end plates,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Explosives-Weapons-and-Related-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_47_24.png,Sling plates,B085FWRNPM,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B085FWRNPM-2020-04-15-02_52_24.png,https://www.amazon.com/Bluelliant-Standard-Adapters-Connection-Accessories/dp/B085FWRNPM
Hazardous and Dangerous Items,"Explosives, such as: Caps for toy guns",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Caps for toy guns,B07119XXWY,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07119XXWY-2020-04-02-18_56_16.png,https://www.amazon.com/Retro-Bomb-Refills-Caps-Schylling-Prank/dp/B07119XXWY
Hazardous and Dangerous Items,"Explosives, such as: Caps for toy guns",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Caps for toy guns,B07YBGX4D2,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07YBGX4D2-2020-02-07-18_01_47.png,https://www.amazon.com/JaRu-Refill-Package-Shot-One/dp/B07YBGX4D2
Hazardous and Dangerous Items,"Explosives, such as: Caps for toy guns",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Caps for toy guns,B083MSR899,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B083MSR899-2020-04-02-18_54_07.png,https://www.amazon.com/Shot-Ring-Cap-Cards-Shots/dp/B083MSR899
Hazardous and Dangerous Items,"Explosives, such as: Flares, such as projectile and road flares",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Projectile flares,B002IV84TS,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B002IV84TS-2020-02-10-12_22_16.png,https://www.amazon.com/Orion-Safety-Alerter-Coastal-Signalling/dp/B002IV84TS
Hazardous and Dangerous Items,Liquid mercury and products containing mercury such as: ,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Liquid mercury ,B01NAGXPOB,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B01NAGXPOB-2020-04-03-14_39_21.png,https://www.amazon.com/Mercury-Metal-99-Pure-50g/dp/B01NAGXPOB
Hazardous and Dangerous Items,Liquid mercury and products containing mercury such as: ,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Mercury switches,B07RQZG2ZK,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07RQZG2ZK-2020-02-10-00_31_21.png,https://www.amazon.com/20Pcs-Glass-Mercury-Switch-Angle/dp/B07RQZG2ZK
Hazardous and Dangerous Items,Liquid mercury and products containing mercury such as: ,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Mercury switches,B07TDM5PJN,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07TDM5PJN-2020-04-03-01_33_16.png,https://www.amazon.com/dp/B07TDM5PJN
Hazardous and Dangerous Items,Military-style gas masks and their filters,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Military-style gas masks,B01NCWPRXI,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B01NCWPRXI-2020-02-10-13_45_47.png,https://www.amazon.com/3M-FULL-RESPIRATOR-FR-M40-LARGE/dp/B01NCWPRXI
Hazardous and Dangerous Items,Nitric acid,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Nitric acid,B076PW2YQV,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B076PW2YQV-2020-02-10-00_22_03.png,https://www.amazon.com/dp/B076PW2YQV
Hazardous and Dangerous Items,"Toy crossbows that have the capability of shooting small, sharp projectiles (e.g., toothpicks, pins)",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Toy crossbows,B07PHB3ZZG,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07PHB3ZZG-2020-04-01-16_25_18.png,https://www.amazon.com/dp/B07PHB3ZZG
Hazardous and Dangerous Items,"Toy crossbows that have the capability of shooting small, sharp projectiles (e.g., toothpicks, pins)",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Toy crossbows,B07RG9TD7V,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07RG9TD7V-2020-02-10-00_21_49.png,https://www.amazon.com/HHFC-Stainless-Jewelry-Outdoor-Decompression/dp/B07RG9TD7V
Hazardous and Dangerous Items,"Toy crossbows that have the capability of shooting small, sharp projectiles (e.g., toothpicks, pins)",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Hazardous-and-Dangerous-Items-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_49_10.png,Toy crossbows,B07RTJ9GKM,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07RTJ9GKM-2020-02-10-00_26_13.png,https://www.amazon.com/Shootingtoy-Zinc-Iron-Alloy-Black-Crossbow/dp/B07RTJ9GKM
Lock Picking & Theft Devices,"Lock picking or locksmithing devices, such as: Autolock bypass keys or jigglers",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Lock-Picking-Theft-Devices-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_51_05.png,Jigglers,B07DGYCYF8,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07DGYCYF8-2020-02-10-00_21_38.png,https://www.amazon.com/Kaqkiasiog-Tool-Set-Kit/dp/B07DGYCYF8
Lock Picking & Theft Devices,"Lock picking or locksmithing devices, such as: Autolock bypass keys or jigglers",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Lock-Picking-Theft-Devices-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_51_05.png,Jigglers,B081N94TXF,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B081N94TXF-2020-02-10-00_19_52.png,https://www.amazon.com/SerureMall-20PCS-Auto-Lock-Fold/dp/B081N94TXF
Lock Picking & Theft Devices,"Lock picking or locksmithing devices, such as: Concealed handcuff keys",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Lock-Picking-Theft-Devices-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_51_05.png,Concealed handcuff keys,B07HGQ2VWZ,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07HGQ2VWZ-2020-02-05-11_59_27.png,https://www.amazon.com/Unknown-Emergency-Escape-Dog-Tag/dp/B07HGQ2VWZ
Lock Picking & Theft Devices,"Lock picking or locksmithing devices, such as: Lock picking cards and lock picking guns",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Lock-Picking-Theft-Devices-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_51_05.png,Lock picking guns,B082X5V53C,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B082X5V53C-2020-05-14-13_03_41.png,https://www.amazon.com/Lock-Repair-Set-White/dp/B082X5V53C
Lock Picking & Theft Devices,"Lock picking or locksmithing devices, such as: Lock picking sets",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Lock-Picking-Theft-Devices-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_51_05.png,Lock picking sets,B084HBT7NB,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B084HBT7NB-2020-04-29-18_00_48.png,https://www.amazon.com/Stainless-Steel-Tools-Locks-Silicone/dp/B084HBT7NB
Lock Picking & Theft Devices,"Lock picking or locksmithing devices, such as: Slim-jims",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Lock-Picking-Theft-Devices-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_51_05.png,Slim-jims,B07BD4V2BL,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07BD4V2BL-2020-02-10-00_19_48.png,https://www.amazon.com/ucostore-Shop-Tek-Stainless-Lockout-Emergency/dp/B07BD4V2BL
Lock Picking & Theft Devices,"Lock picking or locksmithing devices, such as: Training locks",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Lock-Picking-Theft-Devices-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_51_05.png,Training locks,B07S8PBRKQ,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07S8PBRKQ-2020-04-03-00_10_49.png,https://www.amazon.com/Forgun-Transparent-Practice-Training-Locksmith/dp/B07S8PBRKQ
Lock Picking & Theft Devices,"Lock picking or locksmithing devices, such as: Tubular lock picks",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Lock-Picking-Theft-Devices-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_51_05.png,Tubular lock picks,B081QW6K2X,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B081QW6K2X-2020-02-10-00_19_40.png,https://www.amazon.com/Stainless-Steel-Tubular-Lock-Seller/dp/B081QW6K2X
Lock Picking & Theft Devices,Master keys or skeleton keys,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Lock-Picking-Theft-Devices-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_51_05.png,Master keys,B07J3CT7KC,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07J3CT7KC-2020-02-10-00_25_58.png,https://www.amazon.com/Construction-Equipment-Master-Set-Ignition-Machines/dp/B07J3CT7KC
Lock Picking & Theft Devices,"Shoplifting devices, including sensormatic detachers",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Lock-Picking-Theft-Devices-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_51_05.png,Sensormatic detachers,B01MYCT7HU,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B01MYCT7HU-2020-05-21-14_37_26.png,https://www.amazon.com/sensormatic-AMD-3050/dp/B01MYCT7HU
Surveillance Equipment,"Devices that can be used to secretly intercept or record wire, oral, or electronic communications (i.e., eavesdropping or wiretapping), such as: Audio-only or audio/video devices that are disguised to look like something that is not designed to record sound",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Surveillance-Equipment-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_56_17.png,Bugging devices,B078ND46G4,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B078ND46G4-2020-02-10-00_19_43.png,https://www.amazon.com/Recorder-Lectures-Meetings-Necklace-Recording/dp/B078ND46G4
Surveillance Equipment,"Devices that can be used to secretly intercept or record wire, oral, or electronic communications (i.e., eavesdropping or wiretapping), such as: Audio-only or audio/video devices that are disguised to look like something that is not designed to record sound",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Surveillance-Equipment-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_56_17.png,Bugging devices,B07F27HGN6,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07F27HGN6-2020-02-07-17_57_34.png,https://www.amazon.com/Digital-Voice-Activated-Recorder-Capacity/dp/B07F27HGN6
Surveillance Equipment,"Devices that can be used to secretly intercept or record wire, oral, or electronic communications (i.e., eavesdropping or wiretapping), such as: Audio-only or audio/video devices that are disguised to look like something that is not designed to record sound",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Surveillance-Equipment-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_56_17.png,Bugging devices,B07GJLVFZ7,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07GJLVFZ7-2020-02-10-00_22_13.png,https://www.amazon.com/Mini-Hidden-Shirt-Camera-Recorder/dp/B07GJLVFZ7
Surveillance Equipment,"Devices that can be used to secretly intercept or record wire, oral, or electronic communications (i.e., eavesdropping or wiretapping), such as: Audio-only or audio/video devices that are disguised to look like something that is not designed to record sound",https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/Surveillance-Equipment-screencapture-sellercentral-amazon-gp-help-external-help-html-2020-01-21-12_56_17.png,Bugging devices,B07KFFFMKN,https://github.com/the-markup/investigation-amazon-banned-items-screenshots/raw/master/screenshots/B07KFFFMKN-2020-02-07-17_49_25.png,https://www.amazon.com/Cainda-Wristband-Activated-Encryption-Dictaphone/dp/B07KFFFMKN
